"Date","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
"2015-12-21","Albury","18","25.3","10","NA","NA","WNW","33","W","NW","13","9","68","40","1015.9","1017.1","NA","NA","19.5","24.1","Yes","No"
"2016-06-06","Albury","7.2","12.3","1.2","NA","NA","W","31","WNW","NW","11","17","99","80","1004.9","1004","8","8","9","11.6","Yes","Yes"
"2016-07-31","Albury","8","14.3","2.2","NA","NA","N","22","E","NE","7","9","93","76","1019.4","1017.4","8","8","9.7","13.7","Yes","Yes"
"2016-09-02","Albury","6.1","13.9","0.2","NA","NA","SSE","37","S","E","6","7","87","76","1012.1","1005.6","NA","8","10.1","13.5","No","Yes"
"2016-12-01","Albury","13.7","30.2","0","NA","NA","SW","35","E","WSW","4","15","58","32","1008","1005.2","NA","NA","20.5","28.5","No","No"
"2016-12-21","Albury","9.7","28.3","1.2","NA","NA","ESE","44","NW","WSW","6","20","47","28","1013.3","1012.7","NA","NA","19.5","26.8","Yes","No"
"2017-01-20","Albury","18.6","28.1","18","NA","NA","WSW","54","ENE","WSW","13","26","100","61","996.6","995.9","8","8","19.3","25.7","Yes","Yes"
"2017-02-10","Albury","23","43.7","0","NA","NA","WSW","44","SSE","W","7","30","67","17","1009.9","1006.1","NA","NA","28.2","42.4","No","No"
"2017-03-17","Albury","19.3","31.2","0","NA","NA","SE","35","SE","SSE","20","20","55","30","1018.3","1018.8","NA","NA","21.3","30","No","No"
"2017-06-19","Albury","-0.2","14.7","0","NA","NA","ENE","11","NA","SSE","0","6","100","64","1033.8","1030.4","8","NA","4.4","13.6","No","No"
"2010-07-03","BadgerysCreek","3.7","15.6","1.6","NA","NA","SW","43","WSW","S","26","17","68","39","1026.4","1026.6","NA","NA","9.9","14.5","Yes","No"
"2010-08-31","BadgerysCreek","8.6","21.8","0","NA","NA","N","30","NA","N","0","6","77","44","1025.8","1019.9","NA","NA","14.1","21.3","No","No"
"2011-02-16","BadgerysCreek","17.8","28.1","1","NA","NA","NE","20","SW","N","9","13","80","57","1020.2","1016.5","NA","NA","20.8","26.3","No","Yes"
"2011-03-04","BadgerysCreek","16.6","32.9","0","NA","NA","E","41","W","SSE","4","19","71","16","1012.2","1009.4","NA","NA","20.8","31.1","No","No"
"2011-06-04","BadgerysCreek","6.2","17.9","0","NA","NA","SW","17","NE","NA","2","0","98","69","1015.5","1013.9","NA","NA","10","17.1","No","No"
"2011-06-07","BadgerysCreek","0.8","14.4","0","NA","NA","WNW","33","NW","WNW","2","19","98","45","1017.8","1013.5","NA","NA","5.4","13.7","No","No"
"2011-10-26","BadgerysCreek","11.5","16.9","12","NA","NA","SE","30","SW","SSE","11","13","92","73","1023.1","1022.8","NA","NA","13.5","15.4","Yes","Yes"
"2011-12-10","BadgerysCreek","15.2","24.9","0","NA","NA","ENE","24","SSE","ESE","2","11","85","66","1011.8","1007.5","NA","NA","19.3","23.6","No","No"
"2012-03-09","BadgerysCreek","11.7","27.2","5.4","NA","NA","SW","33","NW","WSW","6","24","88","50","1009","1008.3","NA","NA","17.1","26","Yes","No"
"2012-03-30","BadgerysCreek","12.9","26.1","0.2","NA","NA","E","19","SW","NNE","9","7","100","53","1019.5","1016.5","NA","NA","16.5","24.7","No","No"
"2012-08-29","BadgerysCreek","2","21.5","NA","NA","NA","N","33","NA","NNE","0","17","88","41","1017.7","1009.9","NA","NA","10","21.1","NA","No"
"2012-10-16","BadgerysCreek","9.3","32.6","0","NA","NA","NW","43","NA","WNW","0","26","74","14","1018.8","1014.1","NA","NA","16.9","31.7","No","No"
"2012-10-24","BadgerysCreek","5.2","27.4","0","NA","NA","NNE","33","NNE","N","9","15","67","29","1024","1016.6","NA","NA","15.1","25.5","No","No"
"2012-11-05","BadgerysCreek","11.4","33.5","0.2","NA","NA","WSW","33","E","ENE","4","19","76","35","1018.2","1013.3","NA","NA","20.8","31.7","No","No"
"2013-01-19","BadgerysCreek","20.2","25.2","0.8","NA","NA","SE","26","ESE","SE","7","11","63","81","1013.1","1013.9","NA","NA","23.4","19.6","No","No"
"2013-01-28","BadgerysCreek","20","22.4","6.8","NA","NA","NE","43","ESE","ENE","7","9","100","100","1009.2","1008.1","NA","NA","21.3","21.3","Yes","Yes"
"2013-03-23","BadgerysCreek","18.7","31.1","0","NA","NA","W","35","ENE","SSW","7","7","61","49","1016.4","1013.1","NA","NA","24.4","28.9","No","No"
"2013-04-30","BadgerysCreek","15.4","22.9","0","NA","NA","E","20","SW","ESE","7","11","89","72","1025.8","1021.9","NA","NA","18.6","21","No","No"
"2013-06-11","BadgerysCreek","3","18.5","3","NA","NA","NNE","13","NNE","NNE","2","6","100","64","1021.1","1017.5","NA","NA","9.7","17.3","Yes","No"
"2013-06-23","BadgerysCreek","9.1","14","9.4","NA","NA","SW","26","SW","SSE","11","13","100","82","1028.9","1027","NA","NA","10.3","12.7","Yes","Yes"
"2013-07-24","BadgerysCreek","7.6","16.9","0","NA","NA","SSW","39","SW","S","26","17","57","45","1026.8","1026.4","NA","NA","12.6","16.1","No","No"
"2013-11-04","BadgerysCreek","8.9","20.9","0","NA","NA","ESE","43","SSW","SE","28","26","30","32","1022.9","1022.9","NA","NA","15.2","19.4","No","No"
"2013-12-22","BadgerysCreek","17.7","41","0","NA","NA","NE","37","N","N","11","4","67","28","1012.6","1007.4","NA","NA","25.1","38.6","No","No"
"2014-01-25","BadgerysCreek","15.3","25.1","4.6","NA","NA","SE","37","SE","ESE","7","20","78","46","1011.8","1014.3","NA","NA","21.5","22.8","Yes","No"
"2014-01-28","BadgerysCreek","13.9","31.9","0","NA","NA","E","37","NA","ENE","0","13","67","32","1021.5","1016.7","NA","NA","21.5","30.9","No","No"
"2014-02-12","BadgerysCreek","20.4","27.8","5.6","NA","NA","E","31","SSW","E","4","15","95","62","1016.6","1014.7","NA","NA","21.3","27.4","Yes","Yes"
"2014-02-24","BadgerysCreek","17","29.6","0","NA","NA","ENE","28","WSW","N","4","9","77","41","1020.8","1017.1","NA","NA","19.4","28.9","No","No"
"2014-03-08","BadgerysCreek","17.1","27.9","10.8","NA","NA","ESE","37","SSW","ENE","4","13","95","43","1022.6","1020.3","NA","NA","21","27.4","Yes","No"
"2014-03-24","BadgerysCreek","18.6","20.8","0.2","NA","NA","W","37","S","WSW","9","15","76","93","1016.8","1016.1","NA","NA","19.9","16.9","No","Yes"
"2014-06-02","BadgerysCreek","9.9","20.7","15.2","NA","NA","NW","20","NW","SSW","6","2","100","62","1017.5","1015","NA","NA","10.9","19.3","Yes","No"
"2014-06-04","BadgerysCreek","4.8","21.5","0.2","NA","NA","WSW","15","NNE","NE","6","6","86","53","1024.5","1022.9","NA","NA","10.9","20.4","No","Yes"
"2014-06-09","BadgerysCreek","4.8","19.1","NA","NA","NA","S","31","SW","SSE","11","11","77","71","1028.7","1028","NA","NA","11","16.7","NA","Yes"
"2014-07-29","BadgerysCreek","6.9","22.6","0","NA","NA","NNW","43","NNE","WNW","13","24","69","27","1018","1012.8","NA","NA","11.9","22.4","No","No"
"2014-08-27","BadgerysCreek","11.5","17.5","28.4","NA","NA","S","48","SSW","S","13","28","95","73","1026.3","1024.4","NA","NA","13.4","15.4","Yes","Yes"
"2014-09-03","BadgerysCreek","8.3","17.1","2.4","NA","NA","SW","59","SSW","SSW","31","26","52","44","1014.3","1012.5","NA","NA","12.4","15.5","Yes","No"
"2014-11-13","BadgerysCreek","15.6","27.6","0","NA","NA","ESE","30","NNE","NE","9","11","74","48","1019.1","1014.4","NA","NA","18.5","26.4","No","No"
"2014-12-17","BadgerysCreek","16.3","23.2","0","NA","NA","ESE","31","SSE","ESE","11","17","63","55","1006","1007.2","NA","NA","21.1","21.7","No","No"
"2015-01-16","BadgerysCreek","19.2","32.5","0","NA","NA","SW","20","NNW","SE","4","4","72","32","1008.6","1005.1","NA","NA","23.3","30.1","No","No"
"2015-04-22","BadgerysCreek","12.3","18.5","50.2","NA","NA","SW","54","SW","SW","26","17","97","94","1014.8","1011.1","NA","NA","14.6","16.6","Yes","Yes"
"2015-05-14","BadgerysCreek","5","16.9","1","NA","NA","SW","33","SW","SW","17","19","58","43","1025","1024.7","NA","NA","11.5","16.4","No","No"
"2015-07-17","BadgerysCreek","5.1","13.2","18","NA","NA","SW","54","SW","WSW","15","24","92","59","NA","NA","NA","NA","7.7","12.4","Yes","No"
"2015-10-04","BadgerysCreek","9.5","32.9","0","NA","NA","NNW","33","NW","NNW","4","4","79","25","NA","NA","NA","NA","15.8","30.9","No","No"
"2015-12-08","BadgerysCreek","17.7","26","0","NA","NA","N","17","ENE","N","4","7","73","66","1018.6","1015.3","NA","NA","22.6","24.9","No","No"
"2016-06-22","BadgerysCreek","10.2","19.5","0","NA","NA","WNW","37","W","W","19","20","53","42","1004.2","1005.7","NA","NA","16.3","18.1","No","No"
"2016-06-23","BadgerysCreek","5.8","18.2","0","NA","NA","WNW","35","NNE","WNW","7","19","78","49","1012.4","1007.1","NA","NA","9.5","15.8","No","No"
"2016-07-29","BadgerysCreek","1.2","18.5","0","NA","NA","WSW","31","NA","WSW","0","20","81","40","1023.2","1018.1","NA","NA","9.1","18.2","No","No"
"2016-09-15","BadgerysCreek","10.3","19.9","0","NA","NA","NA","NA","NNW","NW","22","13","42","52","1009.6","1008.5","NA","NA","17","18.3","No","No"
"2016-11-16","BadgerysCreek","9.4","28.2","0","NA","NA","E","39","SW","ENE","7","22","58","53","1019.9","1019.8","NA","NA","20.7","24.5","No","No"
"2016-11-26","BadgerysCreek","13","30.8","0","NA","NA","E","37","NW","WNW","7","7","65","31","1017.4","1012.3","NA","NA","20","29.1","No","No"
"2017-01-26","BadgerysCreek","18.6","25.7","0","NA","NA","E","22","SW","E","9","9","82","69","1016.3","1014.5","NA","NA","21.5","25.1","No","No"
"2017-03-14","BadgerysCreek","19.1","22.7","18.2","NA","NA","N","30","SE","NA","7","0","100","100","1019.3","1020.2","NA","NA","21.6","20.5","Yes","Yes"
"2017-03-31","BadgerysCreek","12.5","23.2","39.6","NA","NA","SE","35","SW","S","19","11","NA","NA","1016.9","1015.3","NA","NA","15.8","22.4","Yes","No"
"2017-04-17","BadgerysCreek","10.8","24.5","0","NA","NA","ENE","24","S","NNW","2","4","72","45","1024.5","1021.6","NA","NA","18.1","23.8","No","No"
"2017-04-30","BadgerysCreek","8.5","23","0","NA","NA","WSW","19","WSW","SE","13","7","70","52","1023.2","1020.5","NA","NA","16.5","20.9","No","No"
"2009-02-26","Cobar","17.9","33.8","0","8.4","12","ESE","24","ESE","WSW","13","7","25","19","1014.7","1013","0","1","24","32.4","No","No"
"2009-03-15","Cobar","16","24.3","0","10.4","11.1","S","39","SSE","SW","17","13","47","25","1014.5","1012.2","1","0","17.1","23.3","No","No"
"2009-06-10","Cobar","6.2","11.5","0","1.6","10","SSW","31","NA","SSW","NA","17","NA","42","NA","1022","NA","4","NA","10.5","No","No"
"2009-06-21","Cobar","11.7","20.1","0","2","3.1","NE","31","NE","NE","17","15","78","55","1019.6","1016.6","7","6","13.6","18.9","No","Yes"
"2009-08-18","Cobar","5.2","18.8","0","3.4","10.7","ESE","26","ENE","ESE","7","11","36","24","1029.4","1025.8","0","0","13.4","18.4","No","No"
"2009-08-19","Cobar","4.9","21.3","0","4","9.4","NNW","24","ENE","NNW","6","9","51","21","1026.9","1021.5","2","3","12.8","20.2","No","No"
"2010-01-07","Cobar","22.7","35.7","0","8.8","11","SW","30","S","SW","7","7","26","15","1013.7","1010.8","6","5","25.6","34.9","No","No"
"2010-02-11","Cobar","23.4","35.7","0","8.6","12.6","N","24","N","NNW","9","9","52","34","1015.4","1012.1","1","5","28.5","33.1","No","No"
"2010-03-01","Cobar","19.4","27.4","0","4.4","1.1","E","48","SSE","ESE","15","9","51","48","1013.4","1010.6","8","8","19.5","25.9","No","No"
"2010-03-28","Cobar","20.2","33.9","0","6.6","NA","NW","37","NNW","NNW","6","17","41","25","1016.4","1012.8","2","7","26.4","33.6","No","No"
"2010-10-28","Cobar","11.6","27.6","0","8.2","NA","SE","33","SE","E","9","9","44","23","1017.1","1014","0","1","19.5","26.1","No","No"
"2010-11-30","Cobar","11.2","24.9","0","4.2","NA","SE","26","SSE","SE","7","9","76","49","1010.2","1008.2","1","7","17.3","23.7","No","No"
"2011-03-03","Cobar","17.2","26.1","0","8.4","NA","S","31","SSE","SSE","9","9","32","23","1013","1011.3","7","8","18.4","25.1","No","No"
"2011-03-15","Cobar","21.5","36.2","0","8.4","NA","SSW","43","NE","NNW","19","7","67","26","1017.6","1014","4","6","23.8","34.2","No","No"
"2011-05-31","Cobar","7.7","19.6","0","1.4","NA","SSE","41","S","S","13","17","68","49","1020.7","1017.6","1","1","11.9","19.1","No","No"
"2011-06-21","Cobar","6.8","13.9","0","2.2","NA","WSW","57","NW","W","20","11","49","82","1008.6","1011.2","5","7","13.3","9.8","No","Yes"
"2011-10-11","Cobar","6.7","21.7","0","8","NA","SW","35","S","S","11","15","44","24","1015.8","1012.6","1","1","13.9","21.1","No","No"
"2012-02-09","Cobar","14.2","30","0","8.4","NA","WSW","31","SE","NW","9","7","39","19","1010.6","1008.5","1","1","21.6","29.4","No","Yes"
"2012-03-19","Cobar","15.2","26.9","0","7.2","NA","E","43","E","E","24","19","66","38","1019","1015.9","0","1","18","25.9","No","No"
"2012-03-23","Cobar","9.4","22.4","0","6.8","NA","SW","46","SSW","SW","9","24","55","31","1010.7","1009.5","0","1","14.5","21.2","No","No"
"2012-03-27","Cobar","13.4","29.2","0","4","NA","E","28","SE","NNW","9","7","58","34","1020.2","1017.5","7","7","18","28.3","No","No"
"2012-03-30","Cobar","14.4","29.8","0","18","NA","SW","33","E","SSW","9","17","51","24","1017.2","1014.9","1","3","20.8","28.4","No","No"
"2012-04-05","Cobar","16.4","32.5","0","5.8","NA","S","46","SE","WSW","13","11","47","26","1017.6","1014.2","0","1","24.5","31.9","No","No"
"2012-10-08","Cobar","6.6","22.7","0","5","NA","WSW","39","SE","SW","15","20","45","19","1016.6","1012.6","1","1","13.7","21.7","No","No"
"2013-01-01","Cobar","23.6","40.2","0","12.4","NA","WNW","43","N","WSW","19","24","21","8","1012.7","1008.9","1","2","31.5","38.9","No","No"
"2013-01-08","Cobar","26.3","41.9","0","19","NA","NW","46","NNW","WNW","28","19","23","9","1009.4","1003","1","1","32.1","40.5","No","No"
"2013-01-10","Cobar","15.6","34.9","0","14.2","NA","ESE","30","ESE","SW","20","13","22","8","1006.2","1004.1","0","0","22.7","33.1","No","No"
"2013-01-18","Cobar","29.4","43.8","0","13.6","NA","WNW","52","NW","WNW","19","20","22","14","1004.4","1001.5","3","7","37.7","42.9","No","No"
"2013-01-24","Cobar","22.9","37.3","0","13.8","NA","ENE","39","ENE","ENE","22","13","55","27","1011.8","1008.5","0","1","26.7","36.4","No","No"
"2013-03-16","Cobar","16.5","31.4","0","8.1","NA","SSW","48","SSW","WSW","9","26","32","13","1014","1011.5","1","1","20.4","30.5","No","No"
"2013-05-09","Cobar","12.4","25.4","2.8","3.6","NA","NE","26","E","NE","13","11","62","30","1028.8","1026","1","2","16.4","23.8","Yes","No"
"2013-07-20","Cobar","7.5","14.1","0.4","2.8","NA","WNW","54","WNW","WNW","17","30","76","45","1013.7","1012.3","1","3","10.6","13.1","No","No"
"2013-09-01","Cobar","10","27.8","0.2","1.2","NA","E","31","E","E","15","17","58","22","1026.1","1022.8","0","0","17.9","27.5","No","No"
"2013-12-17","Cobar","22","36.6","0","13.6","NA","SE","46","NNE","S","19","17","34","15","1016.9","1014.2","0","2","26.3","34.6","No","No"
"2014-01-03","Cobar","26.7","41","0","NA","NA","WSW","57","NNE","SW","17","22","23","15","998.4","996.5","NA","NA","33","39.8","No","No"
"2014-01-12","Cobar","22.5","38.6","0","NA","NA","SSE","35","N","S","7","13","28","14","1015.5","1012.2","NA","NA","30.6","37.5","No","No"
"2014-02-19","Cobar","23","34.1","0","8.2","NA","W","56","NNW","W","20","28","73","19","1002.1","999.2","7","1","25.6","33.3","No","No"
"2014-04-13","Cobar","13.6","25.6","0.2","4.4","NA","SSE","28","ESE","SSE","17","15","63","35","1016.5","1013.7","5","2","19.1","25.2","No","No"
"2014-04-15","Cobar","12.9","23.6","0","4.6","NA","S","30","ESE","S","19","13","67","36","1019","1016.5","6","6","16.8","22.4","No","No"
"2014-08-07","Cobar","4.3","18.6","0","2.6","NA","SW","28","E","SSE","9","11","49","22","1031.8","1028.8","0","0","11.4","17.7","No","No"
"2014-08-22","Cobar","8.2","20.2","0","4.4","NA","NE","35","ENE","ENE","20","13","64","45","1027.7","1024.5","1","5","13.9","19.9","No","No"
"2014-12-01","Cobar","20.1","35.3","0.2","9.4","NA","NNW","39","N","N","17","19","54","20","1008.9","1006.1","7","3","25.5","34.1","No","No"
